numenc;local
5910126091;AV DONA  BELMIRA MARIN  X  ES CANAL DA COCAIA
5910126113;R   FEITICO DA VILA  - N.877
5910131125;R   FORTE DA BARRA  X  R PROF OSCAR CAMPIGLIA
5910132105;ES  DO CAMPO LIMPO  X  R JOAO LUNARDELLI
5910133101;ES   PIRAJUSSARA-VALO VELHO  ENTRE  AV CARLOS LACERDA E  AV AUGUSTO BARBOSA TAVARES
5910134116;AV   CARLOS LACERDA  X  R CARLOS NAHAS
5910135090;ES  DE ITAPECERICA  X  AV TOMAS DE SOUSA
5910139100;R   NELSON GAMA DE OLIVEIRA  X  R JANDIATUBA
5910155091;ES  DE ITAPECERICA  X  ES DO CAMPO LIMPO
5910157094;ES  DE ITAPECERICA  X  R JOAO MANCIAS ALVES
5910158112;AV   CARLOS LACERDA  X  ES PIRAJUSSARA-VALO VELHO
5910159097;AV   JOAO DIAS  X  R ANTONIO BANDEIRA
5910167120;AV   JAGUARE  X  AV KENKITI SIMOMOTO
5910188100;ES   M BOI MIRIM  X  R JOSE BARROS MAGALDI
5910189093;AV   GIOVANNI GRONCHI  X  AV JOSE GALANTE
5910190105;ES   M BOI MIRIM  X  R FRANCISCO GUIMARAES MORAES
5910196103;R   JOAO ALFREDO  X  R IGUATINGA
5910201115;AV   ESCOLA POLITECNICA  X  AV JAGUARE
5910202111;AV PRES  ALTINO  ENTRE  AV ENG BILLINGS E  PC HENRIQUE DUMONT VILARES
5910202111;AV PRES  ALTINO 
5910220101;AV  DO RIO PEQUENO  X  R PROFA ANA MARIA LELIS DA SILVA
5910293109;AV   MORUMBI  X  R DR FLAVIO AMERICO MAURANO
5910297090;ES   M BOI MIRIM  ENTRE  R ROBERTO SELMI-DEI E  R JOSE MATIAS DE ARAUJO - N.1
5910301098;ES  DO EMBU-GUACU  X  R ISABEL DE OLIVEIRA
5910301101;AV   GIOVANNI GRONCHI  X  R S PEDRO FOURIER
5910308106;R   JOSE RAMON URTIZA  X  R NELSON GAMA DE OLIVEIRA
5910310100;AV DR  GUILHERME DUMONT VILARES  ENTRE  AV GAL CAVALCANTI DE ALBUQUERQUE E  R FRANCISCO MARCONDES VIEIRA
5910311107;ES   PIRAJUSSARA-VALO VELHO  X  R JAIME BALMER - E R. SANTO E MENDES
5910312103;AV   JOAO CARLOS DA SILVA BORGES  X  R BRAGANCA PAULISTA
5910314106;AV  DOS TAJURAS  - N.212
6210090060;AV  DAS NACOES UNIDAS  ENTRE  PTE TRANSAMERICA E  PTE JOAO DIAS
6210092063;AV  DAS NACOES UNIDAS  ENTRE  PTE CAIO POMPEU DE TOLEDO E  PTE ENG DA ROBERTO ROSSI ZUCCOLO
6210093060;AV  DAS NACOES UNIDAS  ENTRE  PTE ENG DA ROBERTO ROSSI ZUCCOLO E  PTE BERNARDO GOLDFARB
6210094066;AV  DAS NACOES UNIDAS  ENTRE  PTE BERNARDO GOLDFARB E  PTE DA CIDADE UNIVERSITARIA
6210095062;AV  DAS NACOES UNIDAS  ENTRE  PTE DA CIDADE UNIVERSITARIA E  PTE JAGUARE-HIRANT SANAZAR
6210100066;AV   MAGALHAES DE CASTRO  ENTRE  PTE DA CIDADE UNIVERSITARIA E  PTE BERNARDO GOLDFARB
6210101062;   MARGINAL PINHEIROS C/I  ENTRE  PTE ENG DA ROBERTO ROSSI ZUCCOLO E  PTE CAIO POMPEU DE TOLEDO
6210102069;   MARGINAL PINHEIROS C/I  ENTRE  PTE CAIO POMPEU DE TOLEDO E  PTE JOAO DIAS
6210103065;AV  DAS NACOES UNIDAS  ENTRE  PTE ENG DA ROBERTO ROSSI ZUCCOLO E  AV ENG LUIZ CARLOS BERRINI
6210104061;   MARGINAL PINHEIROS C/I  X  AV DONA HELENA PEREIRA DE MORAES
6210110061;AV  DOS BANDEIRANTES  X  AL DOS GUAIOS
6210116060;PTE   NOVA DO MORUMBI 
6210117066;PTE   NOVA DO MORUMBI 
6210125069;AV   WASHINGTON LUIS 
7110001148;R   MIGUEL RACHID  ENTRE  R ABEL TAVARES E  R ALICINHA
7110004147;AV   PARANAGUA  - N.1678
7110055132;R   NOVO ORIENTE DO PIAUI  X  R LAGOA DE DENTRO
7110055132;R   NOVO ORIENTE DO PIAUI  X  R LAURO DE FREITAS
7110055132;R   NOVO ORIENTE DO PIAUI  X  R SERRA VERDE
7110066134;R   PORTO DA GLORIA  X  AV CANGAIBA
7110070131;R   PARQUE BUTUI  X  R RESTINGA
7110072134;R   ANDRE VIDAL  - N.241
7110073130;AV   BOTURUSSU  ENTRE  AV MILENE ELIAS E  AV PARANAGUA
7110078132;R   LAURO DE FREITAS  - N.90
7110082130;R   ABEL TAVARES  X  R MIGUEL RACHID
7310004140;R   JOAQUIM DE SA  X  R HENRIQUE ADAMUS
7310004140;R   ABGUAR DAMASCENO BASTOS 
7310008138;R   GEORGINA DINIZ BRAGHIROLI  X  R PROFA ABIGAIL BOLSANELLI
7310009134;R DESEM  FERNANDO DE ALBUQUERQUE PRADO  X  R MARCO ANTONIO SETTI
7310009134;R DESEM  FERNANDO DE ALBUQUERQUE PRADO  - N.1
7310010140;R   OTELO AUGUSTO RIBEIRO  ENTRE  R COUTINHO E MELO E  R STA SABINA
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R GITIRANA
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R MARLENE DE ANDRADE
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R SEBASTIAO DE ANDRADE FILHO
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R CORACAO DA CIDADE
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R LUIZ ANTONIO DE P VIEIRA COSTA
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R DOCE VITORIA
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R JOSE ELOI
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R LUTA FEMININA
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R IRANI BASTOS MALTA
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  X  R INDIRA GANDHI
7310011147;R   HENRIQUETA NOGUEZ BRIEBA  ENTRE  R VAMOS A LUTA E  R IVON CURI
7310012143;R   JOSE OITICICA FILHO  X  R ALVARO DE MENDONCA
7310012143;R   MARIA BAUMANN MENDONCA  X  R ALVARO DE MENDONCA
7310013140;R   COPENHAGUE  X  R CAP PUCCI
7310014138;R   JUTUARANA  X  R RIBEIRAO DAS FURNAS
7310014138;R   AGUAXIMA  - N.1
7310014146;R   SATURNINO PEREIRA  X  R STA SABINA
7310018133;R DOM  FRANCISCO DE LEMOS  ENTRE  ES NSRA DA FONTE E  R DR PEDRO BATISTA
7310018133;R   DIAULAS PARREIRA  ENTRE  R DR PEDRO BATISTA E  R SATURNINO PEREIRA
7310021134;R   MIGUEL FERREIRA DE MELO  - N.262
7310021142;AV   JACU-PESSEGO/N.TRABALHADORES  X  R S FRANCISCO DO PIAUI
7310023145;R   MONTANHAS  ENTRE  AV JACU-PESSEGO/N.TRABALHADORES E  R CAROLINA FONSECA
7310024133;R   PAULO LOPES DE LEAO  X  R SABBADO D´ANGELO
7310032136;R   BOM JESUS DA PENHA  - N.137
7310033140;AV PROF  ALIPIO DE BARROS  X  R PINHA DO BREJO
7310045130;R   JOAO BATISTA DE GODOY  X  R AIDA DE MARCO
7310045130;R   JOAO BATISTA DE GODOY  X  R CARLOS CANDIDO GOMES
7310045130;R   JOAO BATISTA DE GODOY  X  R JORGE RODRIGUES DE NIZA
7310045130;R   JOAO BATISTA DE GODOY  - N.1
7310045130;R   JOAO BATISTA DE GODOY  X  R JABUTITINGA
7310045130;R   JOAO BATISTA DE GODOY  X  R DESEM AUGUSTO DE MACEDO COSTA JUNIOR
7310045130;R   JOAO BATISTA DE GODOY  X  R PEDRO FERREIRA CIBRAO
7310045130;R   JOAO BATISTA DE GODOY  X  R PEDRO PEREIRA
7310045130;R   JOAO BATISTA DE GODOY  X  R OSVALDO CORREA
7310045130;R   JOAO BATISTA DE GODOY  X  R BERNARDINO BORLASCA
7310045130;R   JOAO BATISTA DE GODOY  X  R BENIGNO NOGUEIRA FRANCO
7310045130;R   JOAO BATISTA DE GODOY  X  R RENE CARNEIRO FERNANDES
7310045130;R   JOAO BATISTA DE GODOY  X  R ANGELO STEFANINI
7310045130;R   JOAO BATISTA DE GODOY  X  R DORIVAL GOMES
7310051130;R   GUILHERME VALENCIA  X  R SOVRE
7310051130;R   SOVRE  X  R NOROGUAGES
7310051130;R   SOVRE  X  AV SERRA DO PANATI
7310058135;AV   NAGIB FARAH MALUF  X  R BATISTA BOVICELI - N.1500 - PRAÇA JOSE FELIX LISBOA
7310059131;PC   MAE PRETA  X  AV JOAO BATISTA SANTIAGO
7310059131;PC   MAE PRETA  X  AV ALVARO DOS SANTOS MATTOS
7310059131;PC   MAE PRETA  X  AV FERNANDO FIGUEIREDO LINS
7310060130;R   ALEXANDRE DIAS NOGUEIRA  X  R GERVASIO ALVES PEREIRA
7310061136;R   CARLOS ALBERTO LOPES  X  R ANTONIO GRANARO
7310073134;R   JAIME RIBEIRO WRIGHT  - N.618 - 1225
7310088131;R   MANUEL ALVARES PIMENTEL  ENTRE  R JERONIMO PEDROSO BARROS E  R CECILIO MENDES PEREIRA
7310092139;ES   ITAQUERA-GUAIANAZES  X  R SALVADOR GIANETTI
7310092139;ES   ITAQUERA-GUAIANAZES  X  AV RIBEIRAO ITAQUERA
7310093135;R   CHERIPA  ENTRE  R OITO DE DEZEMBRO E  AV JACU-PESSEGO/N.TRABALHADORES
7310100131;AV MAL  TITO  X  R JOSE GINES
7310101138;AV MAL  TITO  X  R ARISTIDES DE BASILE
7310103130;AV   BRAS DA ROCHA CARDOSO  X  R BERNARDO DE CHAVES CABRAL
7310104137;AV   EDUARDO SABINO DE OLIVEIRA  X  R JOAO LOPES MACIEL
7310105133;R   GUIRAPA  X  PC JOAO DE FIGUEIREDO
7310110137;R   ANECY ROCHA  X  R SANDOVAL MEIRELLES
7310110137;R   ANECY ROCHA  X  R ZACHARIAS MOTTA FILHO
7310110137;R   ANECY ROCHA  X  R CELSO BETIM
7310110137;R   LUIZ VICENTE PRADO FREIRE  X  R PROF PEDRO ANTONIO PIMENTEL
7310115139;R BRIG  HARDMAN  X  R CATU
7310115139;R BRIG  HARDMAN  X  R WILSON ACKEL
7310115139;R BRIG  HARDMAN  X  R ODAIR SANNA
7310115139;R BRIG  HARDMAN  X  R ANDES
7310115139;R BRIG  HARDMAN  X  R ASCENSO DE QUADROS
7310116135;R   RAIMUNDO DE PAULO FREITAS  X  R JOSE ELIAS DE ALMEIDA
7310116135;R   RAIMUNDO DE PAULO FREITAS  X  R ALFREDO BEZERRA DOS SANTOS
7310117131;R   ROMUALDO DE SOUSA BRITO  X  R JOAO NEDER
7310119134;R   CRISTIANO LOBE  ENTRE  R ENG CARLO GRAZIA E  R PAULO PRICE
7310120132;R   TUJUMIRIM  ENTRE  AV JOSE MARTINS LISBOA E  R DR JOSE DE PORCIUNCULA
7310121139;R   GONCALVES DE MENDONCA  ENTRE  R XIPOTO E  R JOSE DE LIMA
7310124138;R   IMBACAL  - N.48
7310127137;R   VIRGINIA FERNI  X  R BRUNO ZABALA
7310135130;R   TIBURCIO DE SOUSA  - N.3242
7310140133;R   HILARIO PIRES  ENTRE  ES ITAQUERA-GUAIANAZES E  R MANUEL CALHAMARES
7310140133;R DR  OLIVEIRA ARRUDA  X  ES ITAQUERA-GUAIANAZES
7610002135;AV S  MIGUEL  ENTRE  R ROSA MENDES E  R BOAVENTURA RODRIGUES DA SILVA
7610003131;R   HELOISA PENTEADO  ENTRE  R GILDA E  R OTILIA
7610004138;R   ANTONIO CARNEIRO LEAO  - N.86
7610013137;R   CORREA VARELA  - N.2
7610014133;R STA  ROSA DE LIMA  X  R DR JOSE DE PORCIUNCULA - N.240
7610015130;R   ALVARO COELHO  X  R S GONCALO DO RIO DAS PEDRAS
7610018139;AV   BOTURUSSU  - N.219
7610024139;R DONA  ALZIRA PEDROSO DE MELLO  - N.1
7610026123;AV   TOME DIAS LACO  X  R ESTEVAO PINHEIRO
7610028134;R S  JOSE DE CAIANA  - N.221
7610030120;R   IGAROI  ENTRE  R JUAZEIRO DO NORTE E  AV CALIM EID
7610030139;R   AIQUARA  - N.17
7610031135;"R   PANGAUA  - N.412 - OPOSTO ;    EE PROF. JOSÉ BARTOCCI"
7610032123;AV   PIRES DO RIO  ENTRE  R AMERICIMA E  R TATUIRA
7610032123;R   AURELIANO JOSE LESSA  - N.1
7610032123;R   JOAQUIM XAVIER DE LIRA  - N.1
7610032123;R   MAURICIO ARAUJO MARTINS  - N.1
7610032123;R   IMBUCURU  - N.1
7610032123;R   ANTONIO CAJANO  - N.1
7610032131;"R   MOACIR ALVARO  - N.139 - OPOSTO; 174; 212"
7610033138;R   ASTORGA  X  R PARAISOPOLIS
7610036137;AV   LARANJA DA CHINA  X  AV JACU-PESSEGO/N.TRABALHADORES
7610041130;R   ALVARO RIBEIRO DE SOUZA  ENTRE  AV MAL TITO E  R ROQUE PEZZO
7610045136;R   CESARE POLLINI  - N.1
7610045136;R   FRANCISCO DE SOUTOMAIOR  ENTRE  R FRANCISCO GIL DE ARAUJO E  R TIBURCIO DE SOUSA
7610047120;R   LUCIANO ANTONIO RODRIGUES  ENTRE  R ANTONIO AUGUSTO PORTUGAL E  R S FLORENCIO
7610050121;R   BERNARDINO BRITO F DE CARVALHO  ENTRE  AV AJARANI E  R ANTONIO CARNEIRO LEAO
7610050130;AV   AMADOR BUENO DA VEIGA  - N.3073
7610051136;R   SETE ESTRELAS  X  R LUA NOVA
7610052132;R   FABIO JOSE BEZERRA  ENTRE  AV BOTURUSSU E  R JOAO ANTONIO ANDRADE
7610056138;R   RAQUELA SINOPOLI  - N.1
7610060127;R   MACIEL MONTEIRO  - N.226
7610064122;AV   JAIME TORRES  - N.1
7610065129;R   ANTONIO DE SOUZA CAMPOS  ENTRE  R EDGAR DE AZEVEDO SOARES E  R DONA MATILDE
7610070130;AV TTE  LAUDELINO FERREIRA DO AMARAL  - N.1
7610070130;R   INACIO MACIEL  X  AV DOS GURIS
7610072125;R   CURICHARAS  - N.1
7610072125;R   FRANCISCO DE SA PEIXOTO  - N.1
7610072125;R   MATIAS JOAO DA COSTA  - N.14
7610072125;PC MAJ  JOSE LEVI SOBRINHO  - N.1
7610076120;R   BENJAMIN CAPUSSO  - N.296
7610080128;R   ESTEVAO RIBEIRO GARCIA  - N.165
7610081124;R   AFUA  X  AV BANDEIRA DOS CATAGUAZES
7610090123;R   TIBURCIO DE SOUSA  - N.215
7610090123;R   TIBURCIO DE SOUSA  X  PC SILVA TELES
7610090123;R   TIBURCIO DE SOUSA  X  R PDE EUSTAQUIO
7610090123;R   TIBURCIO DE SOUSA  X  R ALFREDO MOREIRA PINTO
7610091138;R   ALFREDO MOREIRA PINTO  ENTRE  R CARAGUATATUBA E  R ALARICO DE TOLEDO PIZA
7610112127;R   PLANALTO DE ARAXA  X  R NOVA CRUZ
7610118125;AV   COCA  X  R PALANQUE
7610118125;R   GIJOCA  - N.1
7610122122;R   REBELO DA SILVA  ENTRE  R BROOK TAYLOR E  R SONHO GAUCHO
7610130125;AV ENG  SOARES DE CAMARGO  X  AV PROF XAVIER DE LIMA
7610134120;R  DOS BAMBUS  X  R ERVA DE SARACURA
7610149128;AV   MARCONDES DE BRITO  X  R CEL LUIS GONZAGA AZEVEDO
7610169129;AV   CANGAIBA  X  R JARDIM DAS MARGARIDAS
7610181129;R   BRITA  ENTRE  AV CANGAIBA E  R LONDRES
7610181129;R   BRITA  X  R CAMBRI
7610181129;R   BRITA  X  R BR DE SAICA
7610182125;R   OXFORD  X  PC RAFAEL THOMEU
7610182125;R   RICHMONT  X  R CAMBRI
7610182125;R   OXFORD  X  R CAMBRI
7610182125;R   OXFORD  ENTRE  R CAMBRI E  R RICHMONT
7610184128;PC PDE  PAULO STRAUSS FILHO  - N.1
7610184128;R   GUAPOREMA  - N.210
7610184128;R   MURIRI  - N.124
7610189120;R   TIBURCIO DE SOUSA  X  R ILHA TOMARIM
7610190128;R   RUI DIAZ GUSMAO  X  R LINARIA
7610190128;R   RUI DIAZ GUSMAO  X  R ITAJUIBE
7610191124;R   ISABEL  ENTRE  R MAPUNARO E  R EQUICI
7610192120;R  DO CONVENTO  ENTRE  R TIBURCIO DE SOUSA E  R CACHOEIRA ALTA
7610204129;PC   MAE PRETA  X  AV FERNANDO FIGUEIREDO LINS
7610204129;PC   MAE PRETA  X  AV ALVARO DOS SANTOS MATTOS
7610204129;PC   MAE PRETA  X  AV JOAO BATISTA SANTIAGO
7610206121;R   TEODORO LORENCINI  X  R LAZARO BUENO - N.166
7610209120;R   GALILEU MENON  X  R MACIEL MONTEIRO
7610210129;R   IGARACU  ENTRE  R ARICANGA E  R IAPURUCU
7610213128;R   RAIMUNDO NOGUEIRA  X  R MAEST ALFREDO BEVILAQUA
7610214124;R   MACIEL MONTEIRO  - N.234
7610235121;AV   TARUMA  X  R ARITI
7610237124;PC   NOVA CURUCA  X  R ANANAI
7610238120;R   JOAO JOSE DE QUEIROZ  X  R CARLOS COELHO
7610240125;R   CURIUVA  - N.1
7610240125;R   ANTONIA TERESA DE PAULA MATIAS  - N.1
7610240125;R S  JOSE DO CAMPESTRE  - N.1
7610245127;R   MANUEL SOARES  X  R DR ASSIS RIBEIRO
7610255122;R   CRAVARI  X  R CEMBIRA
7610258121;AV   AJARANI  ENTRE  R MARIALVA E  R PROF AMADOR DE ARRUDA MENDES
7610261122;R   DONATO VESSECHI  ENTRE  R GAROPA E  R ANGELINO GUERINO
7610266124;R   JUAZEIRO DO NORTE  ENTRE  R ITAPIPOCA E  R RIO MEARIM
7610266124;R   IPAUMIRIM  - N.1
7610268127;R   KARL GUSTAV JACOBI  - N.1
7610268127;R   ALEXANDER BAIN  ENTRE  R PIERRE JANSSEN E  R BROOK TAYLOR
7610270121;R   JURUVIARA  - N.1
7610270121;AV   NORDESTINA  X  R ANTONIO DA SILVA CORREIA
7610273120;R S  GONCALO DO RIO DAS PEDRAS  - N.140
7610279129;R   CORNELIO DE ARZAO  - N.46
7610287121;R   VICTORIA SIMIONATO  - N.406
7610296120;R   CEMBIRA  X  AV COCA
7610300128;PC S  JOAO DE CORTES  X  R ALVARO CORREA BORGES
7610300128;R ENG  MANUEL OSORIO  X  AV MAL TITO
7610314129;R   CAREIRO  X  R PASTORIL DE ITAPETINGA
7610322121;R   ESTRELA DA MANHA  X  R DAMIAO DE SOUSA PEREIRA
7610323128;R   TERESA TALLIEN  X  R ANTONIO JOAO DE MEDEIROS
7610323128;R   JOAO CARLOS MOTA  X  R ANTONIO JOAO DE MEDEIROS
7610326127;PC   DELIO DE CARVALHO  X  R BEATRIZ DIAS - N.906
7610336122;AV   DANFER  ENTRE  R PLANALTO DE ARAXA E  R VASCO DE SANDIM
7610338125;R PROF  JULIA SOARES CORA  - N.1
7610339121;AV PDES  OLIVETANOS  - N.475
7610340120;R DR  PELAGIO MARQUES  X  AV MARCONDES DE BRITO - N.155
7610341126;R PDE  TIAGO ALBERIONE  - N.33
7610346128;R ENG  LUIS ANTONIO RANTIN MOUTINHO  X  R CONCEICAO DA BREJAUBA
7610346128;R   CONCEICAO DA BREJAUBA  X  R PROF ALCINDO MUNIZ DE SOUSA
7610346128;R   CONCEICAO DA BREJAUBA  ENTRE  R ITAPIRUCU E  R PEDRO FRANCO QUARESMA
7610355127;AV   MANOEL DOS SANTOS BRAGA  ENTRE  AV CESAR AUGUSTO ROMARO E  AV AUGUSTO ANTUNES
7610356123;R   ARICA-MIRIM  - N.700
7610357120;R   MARCIANO CAPELLA  ENTRE  AV HERMILO ALVES E  R BENEDITO OTONI
7610362123;R   FIORAVANTE LOPES GARCIA  X  R REV ALMIR PEREIRA BAHIA
7610364126;R   HELOISA CAMARGO  X  AV PDES OLIVETANOS
7610364126;R   HELOISA CAMARGO  ENTRE  R EVANS E  R MARIA CARLOTA
7610364126;R   HELOISA CAMARGO  X  R ISABEL
7610365122;R   BARTOLOMEU SOARES  - N.98 - JACO BERTILLON, R
7610371122;R   BENEDITO AQUILINO DE FREITAS  - N.55
7610372129;R DONA  CECILIA SANTANA  ENTRE  R DONA AURORA GUIMARAES E  R MANDU
7610373125;R DONA  CECILIA SANTANA  ENTRE  R DONA AURORA GUIMARAES E  AV CALIM EID
7610374121;R DR  JOSE PEREIRA GOMES  ENTRE  R BENIGNO NOGUEIRA FRANCO E  R MANUEL LEMES DA SILVA
7610375128;R   HENRIQUE JACOBS  X  R ARTUR ALVIM
7610375128;R   HENRIQUE JACOBS  X  R FERNANDES PEREIRA
7610384127;R   BELCHIOR DE GODOI  - N.1
7610384127;AV   WALDEMAR CARLOS PEREIRA  - N.793 - 833 E 856
7610385123;R   JOSE GIORDANO  ENTRE  R DR JOAO DORIVAL CARDOSO E  R LOURIVAL AMERICO DA FONSECA
7610385123;R   MUSEU REAL  - N.1
7610388122;AV   WALDEMAR CARLOS PEREIRA  - N.1650
7610389129;R   TOMAS DE SOUSA VILA REAL  - N.12
7710068120;R   SALVADOR GIANETTI  - N.1052
7710095127;R   SEUL  X  AV CONS CARRAO
8010045055;ES  DO CAMPO LIMPO  ENTRE  R COATINGA E  R ELIANE ARAUJO NEVES
8010106062;R   PERUIBE 
8010110060;R   PERUIBE 
8010114057;AV   IBIRAPUERA  X  AV REPUBLICA DO LIBANO
8010114057;AV   IBIRAPUERA  X  AV INDIANOPOLIS
8010126063;AV   ERMANO MARCHETTI  X  AV JOSE MARIA DE FARIA
8010140066;AV   AMARILIS  X  R DAS ACUCENAS
8010178055;AV VER  JOSE DINIZ  X  R MORAIS DE BARROS
8010194042;R   JAVORAU 
8010194042;R   BONIFACIO CUBAS  ENTRE  AV STA MARINA E  R PEDROSO XAVIER
8010194042;AV STA  MARINA  ENTRE  R BALSA E  LD VELHA
8010194050;AV ENG  ARMANDO DE ARRUDA PEREIRA  X  R CEL LUIS DE FARIA E SOUSA
8010222054;AV PROF  FRANCISCO MORATO  X  R JOSE JANNARELLI
8010223050;AV PROF  FRANCISCO MORATO  X  AV DOS TRES PODERES
8010224057;AV PROF  FRANCISCO MORATO  X  R DOM ARMANDO LOMBARDI
8010229067;AV   IBIRAPUERA  X  R PEDRO DE TOLEDO
8010246050;AV ENG  ARMANDO DE ARRUDA PEREIRA  X  R CEL LUIS DE FARIA E SOUSA
8010255068;PC   JACOMO ZANELA  X  AV ERMANO MARCHETTI
8010256064;PC   JACOMO ZANELA  X  AV ERMANO MARCHETTI
8010257060;PC   JACOMO ZANELA  X  AV ERMANO MARCHETTI
8010258067;AV   ERMANO MARCHETTI  X  PC JACOMO ZANELA
8010258121;R   BENNET  X  AV PROF FONSECA RODRIGUES
8010276057;ES  DO CAMPO LIMPO  ENTRE  R JOAO LUNARDELLI E  R IVAR BECKMAN
8010283053;AL  DOS MARACATINS  X  AV JURUCE
8010306061;AV   ERMANO MARCHETTI  X  PC JACOMO ZANELA
8010313068;R   HUNGRIA  - PRÓX. A AV. CIDADE JARDIM
8010322067;AV   ERMANO MARCHETTI  ENTRE  R RICARDO CAVATTON E  R TTE LANDI
8010323063;AV   ERMANO MARCHETTI  ENTRE  R RICARDO CAVATTON E  R TTE LANDI
8010324060;AV   ERMANO MARCHETTI  ENTRE  R RICARDO CAVATTON E  R TTE LANDI
8010362069;AV   JOSE PINHEIRO BORGES 
8010367060;AV   PEDRO ALVARES CABRAL  - JUNTO A PASSARELA CICCILLO MATARAZZO
8010368067;AV   PEDRO ALVARES CABRAL  - JUNTO A PASSARELA CICCILLO MATARAZZO
8010376060;R S  JOSE DA BARRA 
8010376060;R DR  JOSE DO AMARAL 
8010376060;R   JULIO SAYAGO 
8010376060;R   MANUEL ALVES FERREIRA 
8010376060;R STO  HENRIQUE 
8010376060;R   JARAUARA 
8010376060;AV   MARAIAL 
8010376060;R  DA PADROEIRA 
8010376060;R   NELSON TARTUCE 
8010376060;R   NAME 
8010376060;R   NHATUMANI 
8010376060;R   PANGAUA 
8010376060;R   ANTONIO FORTUNATO 
8010376060;R   BENEDITO OTONI 
8010376060;R   ROBERTO CLAUDIO 
8010376060;R   CARLOS MARIA STEIMBERG 
8010376060;R   BALTAZAR BRUM 
8010376060;R   CATENDE 
8010376060;R  DOS CONTINENTES 
8010376060;R   WADIH HATTI 
8010376060;R   BRENO ACIOLI 
8010376060;R MAEST  ALFREDO BEVILAQUA 
8010376060;R   MONTE DAS GAMELEIRAS 
8010376060;R S  SEVERO 
8010376060;R S  SERAPIAO 
8010376060;AV   MANUEL ASSON 
8010376060;PC   ARY FRANCISCO DE PAULO 
8010376060;R   JOAO PERES 
8010376060;R   VINTE E DOIS DE FEVEREIRO 
8010376060;R   ARROIO TEIXEIRA 
8010376060;R   JOSE DIAS BRAGA 
8010376060;R   BARREIRO DA EMA 
8010377066;R   JOSE DIAS BRAGA 
8010377066;R   BENEDITO OTONI 
8010377066;R S  SEVERO 
8010377066;R   BRENO ACIOLI 
8010377066;R  DOS CONTINENTES 
8010377066;R   CARLOS MARIA STEIMBERG 
8010377066;R   ANTONIO FORTUNATO 
8010377066;R   PANGAUA 
8010377066;R   JARAUARA 
8010377066;R S  JOSE DA BARRA 
8010378062;R   BENEDITO OTONI 
8010378062;R   CARLOS MARIA STEIMBERG 
8010378062;AV   AMADOR BUENO DA VEIGA 
8010378062;AV   CALIM EID 
8010379069;R MAEST  ALFREDO BEVILAQUA 
8010379069;R   CARLOS MARIA STEIMBERG 
8010379069;R  DOS CONTINENTES 
8010379069;R   BENEDITO OTONI 
8010379069;R   NHATUMANI 
8010379069;R DR  JOSE DO AMARAL 
8010379069;R   JULIO SAYAGO 
8010379069;R   JARAUARA 
8010379069;R STO  HENRIQUE 
8010379069;R S  SEVERO 
8010381063;R BRIG  HAROLDO VELOSO  ENTRE  AV CIDADE JARDIM E  R JACURICI
8010396060;AV PROF  FRANCISCO MORATO 
8010396060;R DR  LUIZ MIGLIANO 
8010396060;R   ALFREDO MENDES DA SILVA 
8010396060;AV   PIRAJUSSARA 
8010425044;R   ESCOCIA 
8110003087;AL   CAMPINAS 
8110003087;R   PAMPLONA 
8110003087;R   PEIXOTO GOMIDE 
8110003087;R   NOVE DE JULHO  X  AL ITU
8110003087;AL   SANTOS  X  AL CASA BRANCA
8110003087;AL   JAU  X  AL CASA BRANCA
8110105130;R PDE  JOAO GONCALVES  - N.160 - PROX. R. FRADIQUE COUTINHO
8110119131;R   JOAO MOURA  - N.1091
8110146139;R   HADDOCK LOBO  - N.1629
8210002040;R   IBITIRAMA  X  R GIESTAS - COM AIL BANDEIRA
8210002040;R   IBITIRAMA  X  R CASTRO E SILVA
8210003046;AV  DO CURSINO  X  AV PDE ARLINDO VIEIRA
8210003054;R   GOITI  - N.100
8210004042;AV S  MIGUEL  - PX R. JOÃO FIDELIS
8210006045;R   ITINGUCU  X  R PUQUIXA
8210006045;R   ITINGUCU  X  R S SEVERO
8210006045;VD   ITINGUCU  X  R CARLOS MARIA STEIMBERG
8210006045;R   ITINGUCU  X  R CARLOS MARIA STEIMBERG
8210006045;R   ITINGUCU  X  R JULIO SAYAGO
8210008048;AV   AMADOR BUENO DA VEIGA  X  AV CALIM EID
8210009044;R DONA  MATILDE  X  PC VER JOAO APARECIDO DE PAULA
8210009044;R DONA  MATILDE  X  R JOSE MANUEL DA FONSECA JUNIOR
8210009060;R MONS  ALBERTO PEQUENO 
8210010042;AV   WALDEMAR CARLOS PEREIRA  X  R FERNAO ALBERNAZ
8210010042;R   JOAQUIM MARRA  X  AV PASTEUR
8210010042;AV   WALDEMAR CARLOS PEREIRA  X  AV PASTEUR
